Running 360 combos (PILOT D2 only)...
[  1/360] vmr-ema30-te0-sk0.5-tc20           d2=   2278.0 trd=  70  eta=4.1min
[  2/360] vmr-ema30-te0-sk0.5-tc30           d2=   1547.5 trd=  63  eta=4.0min
[  3/360] vmr-ema30-te0-sk0.5-tc50           d2=  -2416.5 trd=   8  eta=4.1min
[  4/360] vmr-ema30-te0-sk1.0-tc20           d2=   1969.0 trd=  70  eta=4.1min
[  5/360] vmr-ema30-te0-sk1.0-tc30           d2=   1555.5 trd=  63  eta=4.0min
[  6/360] vmr-ema30-te0-sk1.0-tc50           d2=  -2416.5 trd=   8  eta=4.0min
[  7/360] vmr-ema30-te0-sk1.5-tc20           d2=   1969.0 trd=  70  eta=3.9min
[  8/360] vmr-ema30-te0-sk1.5-tc30           d2=   1548.5 trd=  63  eta=3.9min
[  9/360] vmr-ema30-te0-sk1.5-tc50           d2=  -2416.5 trd=   8  eta=3.9min
[102/360] vmr-ema50-te0-sk2.0-tc50           d2=   -376.0 trd= 136  eta=2.9min
[103/360] vmr-ema50-te0-sk2.5-tc20           d2=   2441.5 trd=  50  eta=2.9min
[104/360] vmr-ema50-te0-sk2.5-tc30           d2=  -5699.0 trd= 117  eta=2.9min
[105/360] vmr-ema50-te0-sk2.5-tc50           d2=  -6055.5 trd= 162  eta=2.9min
[106/360] vmr-ema50-te0-sk3.0-tc20           d2=   2610.5 trd=  51  eta=2.9min
[107/360] vmr-ema50-te0-sk3.0-tc30           d2=    353.0 trd= 134  eta=2.9min
[108/360] vmr-ema50-te0-sk3.0-tc50           d2=  -6159.5 trd= 161  eta=2.9min
[109/360] vmr-ema50-te1-sk0.5-tc20           d2=  -1949.5 trd=  15  eta=2.8min
[110/360] vmr-ema50-te1-sk0.5-tc30           d2=   2704.5 trd=  22  eta=2.8min
[111/360] vmr-ema50-te1-sk0.5-tc50           d2=  -2000.0 trd=   9  eta=2.8min
[112/360] vmr-ema50-te1-sk1.0-tc20           d2=  -1941.5 trd=  15  eta=2.8min
[113/360] vmr-ema50-te1-sk1.0-tc30           d2=   4400.0 trd=  77  eta=2.8min
[114/360] vmr-ema50-te1-sk1.0-tc50           d2=  -2000.0 trd=   9  eta=2.8min
[115/360] vmr-ema50-te1-sk1.5-tc20           d2=  -1941.5 trd=  15  eta=2.8min
[116/360] vmr-ema50-te1-sk1.5-tc30           d2=   2911.5 trd=  40  eta=2.8min
[117/360] vmr-ema50-te1-sk1.5-tc50           d2=  -2000.0 trd=   9  eta=2.7min
[118/360] vmr-ema50-te1-sk2.0-tc20           d2=  -1941.5 trd=  15  eta=2.7min
[119/360] vmr-ema50-te1-sk2.0-tc30           d2=  -2420.5 trd=  69  eta=2.7min
[120/360] vmr-ema50-te1-sk2.0-tc50           d2=  -2000.0 trd=   9  eta=2.7min
[121/360] vmr-ema50-te1-sk2.5-tc20           d2=  -1941.5 trd=  15  eta=2.7min
[122/360] vmr-ema50-te1-sk2.5-tc30           d2=  -2882.0 trd=  98  eta=2.7min
[123/360] vmr-ema50-te1-sk2.5-tc50           d2=  -2000.0 trd=   9  eta=2.7min
[124/360] vmr-ema50-te1-sk3.0-tc20           d2=  -1941.5 trd=  15  eta=2.7min
[125/360] vmr-ema50-te1-sk3.0-tc30           d2=  -3052.5 trd=  98  eta=2.7min
[126/360] vmr-ema50-te1-sk3.0-tc50           d2=  -2000.0 trd=   9  eta=2.6min
[127/360] vmr-ema50-te2-sk0.5-tc20           d2=  -1935.0 trd=  12  eta=2.6min
[128/360] vmr-ema50-te2-sk0.5-tc30           d2=  -1925.0 trd=  11  eta=2.6min
[129/360] vmr-ema50-te2-sk0.5-tc50           d2=  -1984.5 trd=  10  eta=2.6min
[130/360] vmr-ema50-te2-sk1.0-tc20           d2=  -1935.0 trd=  12  eta=2.6min
[131/360] vmr-ema50-te2-sk1.0-tc30           d2=  -1925.0 trd=  11  eta=2.6min
[132/360] vmr-ema50-te2-sk1.0-tc50           d2=  -1984.5 trd=  10  eta=2.6min
[133/360] vmr-ema50-te2-sk1.5-tc20           d2=  -2036.5 trd=  13  eta=2.6min
[134/360] vmr-ema50-te2-sk1.5-tc30           d2=  -2026.5 trd=  12  eta=2.6min
[135/360] vmr-ema50-te2-sk1.5-tc50           d2=   3138.0 trd=  40  eta=2.5min
[136/360] vmr-ema50-te2-sk2.0-tc20           d2=   2698.5 trd=  21  eta=2.5min
[137/360] vmr-ema50-te2-sk2.0-tc30           d2=  -2005.0 trd=   9  eta=2.5min
[138/360] vmr-ema50-te2-sk2.0-tc50           d2=  -2267.0 trd=  88  eta=2.5min
[139/360] vmr-ema50-te2-sk2.5-tc20           d2=  -2116.5 trd=  11  eta=2.5min
[140/360] vmr-ema50-te2-sk2.5-tc30           d2=  -2432.5 trd=  10  eta=2.5min
[141/360] vmr-ema50-te2-sk2.5-tc50           d2=  -2604.0 trd=  86  eta=2.5min
[142/360] vmr-ema50-te2-sk3.0-tc20           d2=  -2116.5 trd=  11  eta=2.5min
[143/360] vmr-ema50-te2-sk3.0-tc30           d2=  -2432.5 trd=  10  eta=2.4min
[144/360] vmr-ema50-te2-sk3.0-tc50           d2=  -2537.5 trd=  63  eta=2.4min
[145/360] vmr-ema50-te3-sk0.5-tc20           d2=  -2014.5 trd=  12  eta=2.4min
[146/360] vmr-ema50-te3-sk0.5-tc30           d2=  -2057.5 trd=  11  eta=2.4min
[147/360] vmr-ema50-te3-sk0.5-tc50           d2=  -2037.5 trd=  10  eta=2.4min
[148/360] vmr-ema50-te3-sk1.0-tc20           d2=  -2006.5 trd=  12  eta=2.4min
[149/360] vmr-ema50-te3-sk1.0-tc30           d2=  -2241.5 trd=  12  eta=2.4min
